Metric,Unit,Value
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.95
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.56
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.94
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.92
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.94
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.18
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.89
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.41
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,86.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.85
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.27
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.11
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.89
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,90
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.91
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.72
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.21
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,84.91
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.12
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.32
sm__warps_active.avg.pct_of_peak_sustained_active,%,71.89
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.26
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,97.24
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.02
sm__warps_active.avg.pct_of_peak_sustained_active,%,4.84
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.84
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,38.33
sm__warps_active.avg.pct_of_peak_sustained_active,%,49.53
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.22
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,125
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,122.88
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,55.80
sm__warps_active.avg.pct_of_peak_sustained_active,%,89.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,125
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,123.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.50
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.45
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.27
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.54
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.79
sm__warps_active.avg.pct_of_peak_sustained_active,%,73.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.14
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,73.37
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.21
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.88
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,72.40
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.48
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.81
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.55
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,72.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.45
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.30
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.86
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,72.90
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.16
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.08
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.51
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.97
sm__warps_active.avg.pct_of_peak_sustained_active,%,73.39
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.94
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.52
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,73.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,27.21
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.48
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.59
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,71.05
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,26.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.45
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.37
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,70.00
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,26.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.34
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.64
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.94
sm__warps_active.avg.pct_of_peak_sustained_active,%,68.42
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,25.59
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.76
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,68.45
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.67
sm__warps_active.avg.pct_of_peak_sustained_active,%,25.54
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.81
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.59
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,68.66
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.51
sm__warps_active.avg.pct_of_peak_sustained_active,%,25.55
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.45
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.68
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.92
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,66.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.12
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.99
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,22.97
sm__warps_active.avg.pct_of_peak_sustained_active,%,61.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.18
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,17.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.38
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.27
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.53
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,22.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,58.66
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.18
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.93
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.20
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.02
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.64
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,20.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,53.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.79
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.35
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,30.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.77
sm__warps_active.avg.pct_of_peak_sustained_active,%,46.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.80
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.11
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.31
sm__warps_active.avg.pct_of_peak_sustained_active,%,44.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.40
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,17.58
sm__warps_active.avg.pct_of_peak_sustained_active,%,44.69
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.23
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
