Metric,Unit,Value
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.77
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.75
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.77
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.14
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.90
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.30
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,14.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,13.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.56
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.47
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.90
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.50
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.95
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80.07
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.33
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.41
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.61
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.13
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.08
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.33
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.43
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.44
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.06
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.07
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.77
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.26
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,8.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.40
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.34
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.88
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.60
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.48
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.63
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.79
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.58
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.90
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.60
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.91
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.63
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.86
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,81.02
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.67
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.34
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,17.81
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,6.75
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.34
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.15
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.51
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.58
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.35
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,6.26
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.88
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.51
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.35
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.19
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,18.19
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.59
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.42
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.71
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,97.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.59
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.42
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.66
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.43
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.69
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.42
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.28
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
