Metric,Unit,Value
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,11.59
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.11
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.22
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,10.01
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,48.21
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.18
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,49.30
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,61.82
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.27
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,84.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.33
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.50
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,9.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,37.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.77
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,57.48
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,50.70
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,85.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.44
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.63
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,10.03
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,22.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.29
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,69.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,38.83
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,7.34
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,9.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,18.75
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,53.27
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,28.74
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,8.77
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,90.28
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,66.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,66.67
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.47
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,66.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,10.04
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,14.06
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.08
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.35
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,39.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,25
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.98
sm__warps_active.avg.pct_of_peak_sustained_active,%,11.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.50
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.10
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.42
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.22
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.40
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.39
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.80
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.03
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.41
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.16
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.57
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.41
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.45
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.18
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.08
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.21
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,53.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,79.51
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,24.23
sm__warps_active.avg.pct_of_peak_sustained_active,%,62.42
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,65.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,86.06
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,54.07
sm__warps_active.avg.pct_of_peak_sustained_active,%,80.29
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,22.42
sm__warps_active.avg.pct_of_peak_sustained_active,%,62.53
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,65.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,86.55
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,53.34
sm__warps_active.avg.pct_of_peak_sustained_active,%,80.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.36
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.54
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,58.77
sm__warps_active.avg.pct_of_peak_sustained_active,%,46.20
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,53.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,78.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,93.12
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.45
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,79.97
sm__warps_active.avg.pct_of_peak_sustained_active,%,94.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.04
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,28.58
sm__warps_active.avg.pct_of_peak_sustained_active,%,42.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,73.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,92.12
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.46
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,76.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,92.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,11.88
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.08
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.20
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.78
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,74.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,47.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,83.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.46
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,54.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,80.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,11.73
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,76.17
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,8.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.50
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.47
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,21.92
sm__warps_active.avg.pct_of_peak_sustained_active,%,82.76
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.33
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,28.32
sm__warps_active.avg.pct_of_peak_sustained_active,%,76.08
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,9.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,53.12
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.50
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.47
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.47
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.49
sm__warps_active.avg.pct_of_peak_sustained_active,%,45.14
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,85
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,40.35
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,10.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,23.44
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.20
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.50
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.48
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,52.44
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.12
sm__warps_active.avg.pct_of_peak_sustained_active,%,11.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,11.06
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.21
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.08
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.23
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.40
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.44
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.40
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
